camera_timestamp,radar_timestamp,closest_radar_timestamp,tokens
1900-01-01 15:28:50.599932,1900-01-01 15:28:42.976042,15:28:50.588838,103649
1900-01-01 15:28:50.653512,1900-01-01 15:28:43.006383,15:28:50.668137,946275
1900-01-01 15:28:50.728943,1900-01-01 15:28:43.046885,15:28:50.737713,301430
1900-01-01 15:28:50.753453,1900-01-01 15:28:43.085585,15:28:50.737713,916217
1900-01-01 15:28:50.797718,1900-01-01 15:28:43.127571,15:28:50.789940,477600
1900-01-01 15:28:50.847374,1900-01-01 15:28:43.155272,15:28:50.858505,626910
1900-01-01 15:28:50.897313,1900-01-01 15:28:43.206313,15:28:50.898361,281585
1900-01-01 15:28:50.949916,1900-01-01 15:28:43.236481,15:28:50.940965,412421
1900-01-01 15:28:50.998262,1900-01-01 15:28:43.276036,15:28:51.008795,570764
1900-01-01 15:28:51.045282,1900-01-01 15:28:43.315587,15:28:51.048220,765068
1900-01-01 15:28:51.098113,1900-01-01 15:28:43.356003,15:28:51.090917,795263
1900-01-01 15:28:51.153024,1900-01-01 15:28:43.387583,15:28:51.168766,881267
1900-01-01 15:28:51.199328,1900-01-01 15:28:43.426418,15:28:51.199307,145065
1900-01-01 15:28:51.249832,1900-01-01 15:28:43.465787,15:28:51.241538,524992
1900-01-01 15:28:51.300471,1900-01-01 15:28:43.506622,15:28:51.318719,697911
1900-01-01 15:28:51.351528,1900-01-01 15:28:43.535440,15:28:51.348690,249261
1900-01-01 15:28:51.402589,1900-01-01 15:28:43.586688,15:28:51.389188,749252
1900-01-01 15:28:51.453626,1900-01-01 15:28:43.615554,15:28:51.469678,564036
1900-01-01 15:28:51.500273,1900-01-01 15:28:43.656200,15:28:51.497831,394450
1900-01-01 15:28:51.549766,1900-01-01 15:28:43.695611,15:28:51.549002,463980
1900-01-01 15:28:51.624749,1900-01-01 15:28:43.726504,15:28:51.618920,233345
1900-01-01 15:28:51.648308,1900-01-01 15:28:43.765938,15:28:51.658045,509967
1900-01-01 15:28:51.698207,1900-01-01 15:28:43.806467,15:28:51.699896,709103
1900-01-01 15:28:51.756858,1900-01-01 15:28:43.845866,15:28:51.769595,348260
1900-01-01 15:28:51.800529,1900-01-01 15:28:43.888155,15:28:51.808813,747568
1900-01-01 15:28:51.850679,1900-01-01 15:28:43.915369,15:28:51.849656,371363
1900-01-01 15:28:51.907417,1900-01-01 15:28:43.966280,15:28:51.930444,878392
1900-01-01 15:28:51.948863,1900-01-01 15:28:44.006277,15:28:51.958709,786990
1900-01-01 15:28:52.003087,1900-01-01 15:28:44.037270,15:28:51.999032,380045
1900-01-01 15:28:52.051085,1900-01-01 15:28:44.075938,15:28:52.040148,693964
1900-01-01 15:28:52.098853,1900-01-01 15:28:44.116255,15:28:52.108628,977805
1900-01-01 15:28:52.150607,1900-01-01 15:28:44.145616,15:28:52.149176,600394
1900-01-01 15:28:52.199686,1900-01-01 15:28:44.186722,15:28:52.190538,713783
1900-01-01 15:28:52.251562,1900-01-01 15:28:44.226334,15:28:52.258243,611968
1900-01-01 15:28:52.301748,1900-01-01 15:28:44.267077,15:28:52.309184,921468
1900-01-01 15:28:52.348755,1900-01-01 15:28:44.296175,15:28:52.339915,767958
1900-01-01 15:28:52.399283,1900-01-01 15:28:44.346813,15:28:52.418625,571210
1900-01-01 15:28:52.455046,1900-01-01 15:28:44.376551,15:28:52.459054,925427
1900-01-01 15:28:52.500770,1900-01-01 15:28:44.416431,15:28:52.488970,159462
1900-01-01 15:28:52.550404,1900-01-01 15:28:44.459604,15:28:52.568908,534420
1900-01-01 15:28:52.599064,1900-01-01 15:28:44.496518,15:28:52.610225,770797
1900-01-01 15:28:52.651945,1900-01-01 15:28:44.526170,15:28:52.638880,800360
1900-01-01 15:28:52.700794,1900-01-01 15:28:44.566553,15:28:52.690946,435706
1900-01-01 15:28:52.755666,1900-01-01 15:28:44.606163,15:28:52.759287,294259
1900-01-01 15:28:52.804590,1900-01-01 15:28:44.647968,15:28:52.798783,221134
1900-01-01 15:28:52.850052,1900-01-01 15:28:44.679455,15:28:52.839114,263959
1900-01-01 15:28:52.905884,1900-01-01 15:28:44.728494,15:28:52.909599,433020
1900-01-01 15:28:52.948021,1900-01-01 15:28:44.765930,15:28:52.949010,387686
1900-01-01 15:28:52.997515,1900-01-01 15:28:44.796912,15:28:52.991170,775099
1900-01-01 15:28:53.051554,1900-01-01 15:28:44.836831,15:28:53.069325,540130
1900-01-01 15:28:53.098629,1900-01-01 15:28:44.876610,15:28:53.108938,170396
1900-01-01 15:28:53.148360,1900-01-01 15:28:44.906510,15:28:53.143167,849798
1900-01-01 15:28:53.202245,1900-01-01 15:28:44.946880,15:28:53.219371,934545
1900-01-01 15:28:53.252013,1900-01-01 15:28:44.986417,15:28:53.250431,450021
1900-01-01 15:28:53.302481,1900-01-01 15:28:45.027267,15:28:53.292135,696089
1900-01-01 15:28:53.349714,1900-01-01 15:28:45.055847,15:28:53.329577,778702
1900-01-01 15:28:53.399845,1900-01-01 15:28:45.106841,15:28:53.408545,785218
1900-01-01 15:28:53.455543,1900-01-01 15:28:45.137095,15:28:53.449499,417101
1900-01-01 15:28:53.499089,1900-01-01 15:28:45.177660,15:28:53.519517,767163
1900-01-01 15:28:53.549953,1900-01-01 15:28:45.217395,15:28:53.558897,373270
1900-01-01 15:28:53.600333,1900-01-01 15:28:45.256695,15:28:53.599447,104431
1900-01-01 15:28:53.654950,1900-01-01 15:28:45.286488,15:28:53.669672,101742
1900-01-01 15:28:53.711041,1900-01-01 15:28:45.328149,15:28:53.709372,806000
1900-01-01 15:28:53.752591,1900-01-01 15:28:45.367382,15:28:53.750469,429060
1900-01-01 15:28:53.800030,1900-01-01 15:28:45.408144,15:28:53.779018,586573
1900-01-01 15:28:53.854982,1900-01-01 15:28:45.436246,15:28:53.859765,394475
1900-01-01 15:28:53.905791,1900-01-01 15:28:45.487380,15:28:53.899784,695880
1900-01-01 15:28:53.950625,1900-01-01 15:28:45.527660,15:28:53.939081,558119
1900-01-01 15:28:54.001322,1900-01-01 15:28:45.557257,15:28:54.008884,216016
1900-01-01 15:28:54.050716,1900-01-01 15:28:45.596430,15:28:54.049989,656603
1900-01-01 15:28:54.106670,1900-01-01 15:28:45.637005,15:28:54.091648,995244
1900-01-01 15:28:54.152579,1900-01-01 15:28:45.667145,15:28:54.158684,254322
1900-01-01 15:28:54.203261,1900-01-01 15:28:45.707403,15:28:54.209742,182268
1900-01-01 15:28:54.252384,1900-01-01 15:28:45.746606,15:28:54.249221,735786
1900-01-01 15:28:54.327245,1900-01-01 15:28:45.788601,15:28:54.319482,690961
1900-01-01 15:28:54.373808,1900-01-01 15:28:45.815993,15:28:54.359710,783571
1900-01-01 15:28:54.400326,1900-01-01 15:28:45.867176,15:28:54.392862,289929
1900-01-01 15:28:54.449989,1900-01-01 15:28:45.906649,15:28:54.469521,321789
1900-01-01 15:28:54.503854,1900-01-01 15:28:45.937754,15:28:54.511014,646233
1900-01-01 15:28:54.547614,1900-01-01 15:28:45.976834,15:28:54.539488,411243
1900-01-01 15:28:54.596972,1900-01-01 15:28:46.017056,15:28:54.590197,588018
1900-01-01 15:28:54.655714,1900-01-01 15:28:46.047621,15:28:54.660352,610352
1900-01-01 15:28:54.701699,1900-01-01 15:28:46.087149,15:28:54.699780,555577
1900-01-01 15:28:54.747480,1900-01-01 15:28:46.127185,15:28:54.742558,717484
1900-01-01 15:28:54.808051,1900-01-01 15:28:46.168807,15:28:54.810192,921131
1900-01-01 15:28:54.854579,1900-01-01 15:28:46.196681,15:28:54.849724,108231
1900-01-01 15:28:54.900797,1900-01-01 15:28:46.247285,15:28:54.894144,606895
1900-01-01 15:28:54.950449,1900-01-01 15:28:46.286988,15:28:54.970080,961958
1900-01-01 15:28:54.998562,1900-01-01 15:28:46.317357,15:28:55.000213,298338
1900-01-01 15:28:55.048982,1900-01-01 15:28:46.357090,15:28:55.040920,450458
1900-01-01 15:28:55.101056,1900-01-01 15:28:46.397196,15:28:55.119873,593898
1900-01-01 15:28:55.151912,1900-01-01 15:28:46.426364,15:28:55.149295,326429
1900-01-01 15:28:55.210563,1900-01-01 15:28:46.467397,15:28:55.229720,176281
1900-01-01 15:28:55.249859,1900-01-01 15:28:46.506945,15:28:55.229720,855974
1900-01-01 15:28:55.302286,1900-01-01 15:28:46.547984,15:28:55.299143,195339
1900-01-01 15:28:55.352379,1900-01-01 15:28:46.576335,15:28:55.352023,928395
1900-01-01 15:28:55.404113,1900-01-01 15:28:46.627154,15:28:55.420152,703080
1900-01-01 15:28:55.449384,1900-01-01 15:28:46.657681,15:28:55.459093,405531
1900-01-01 15:28:55.500651,1900-01-01 15:28:46.697447,15:28:55.500293,621726
1900-01-01 15:28:55.550500,1900-01-01 15:28:46.736928,15:28:55.570225,194971
1900-01-01 15:28:55.600083,1900-01-01 15:28:46.777247,15:28:55.609913,278956
1900-01-01 15:28:55.653028,1900-01-01 15:28:46.806442,15:28:55.652049,788019
1900-01-01 15:28:55.701494,1900-01-01 15:28:46.847630,15:28:55.689907,445917
1900-01-01 15:28:55.751787,1900-01-01 15:28:46.888410,15:28:55.759193,752757
1900-01-01 15:28:55.800511,1900-01-01 15:28:46.928046,15:28:55.800550,263679
1900-01-01 15:28:55.849465,1900-01-01 15:28:46.956278,15:28:55.839919,105439
1900-01-01 15:28:55.899830,1900-01-01 15:28:47.007595,15:28:55.910403,912964
1900-01-01 15:28:55.952514,1900-01-01 15:28:47.037127,15:28:55.950362,583450
1900-01-01 15:28:56.000530,1900-01-01 15:28:47.077443,15:28:55.993661,481725
1900-01-01 15:28:56.055239,1900-01-01 15:28:47.116637,15:28:56.059249,334597
1900-01-01 15:28:56.104926,1900-01-01 15:28:47.157454,15:28:56.110454,536007
1900-01-01 15:28:56.150695,1900-01-01 15:28:47.186616,15:28:56.142210,731095
1900-01-01 15:28:56.199800,1900-01-01 15:28:47.228647,15:28:56.180317,768570
1900-01-01 15:28:56.250494,1900-01-01 15:28:47.267020,15:28:56.260217,985905
1900-01-01 15:28:56.301988,1900-01-01 15:28:47.308983,15:28:56.291502,206897
1900-01-01 15:28:56.354786,1900-01-01 15:28:47.336628,15:28:56.370114,298039
1900-01-01 15:28:56.429296,1900-01-01 15:28:47.388256,15:28:56.439586,579094
1900-01-01 15:28:56.462999,1900-01-01 15:28:47.427110,15:28:56.439586,598833
1900-01-01 15:28:56.501681,1900-01-01 15:28:47.458253,15:28:56.490461,865845
1900-01-01 15:28:56.556783,1900-01-01 15:28:47.497518,15:28:56.561020,563808
1900-01-01 15:28:56.604096,1900-01-01 15:28:47.537792,15:28:56.600515,298178
1900-01-01 15:28:56.648984,1900-01-01 15:28:47.567897,15:28:56.640774,580834
1900-01-01 15:28:56.704581,1900-01-01 15:28:47.608436,15:28:56.710552,534069
1900-01-01 15:28:56.751031,1900-01-01 15:28:47.647551,15:28:56.750288,141991
1900-01-01 15:28:56.799863,1900-01-01 15:28:47.689989,15:28:56.794473,270835
1900-01-01 15:28:56.854338,1900-01-01 15:28:47.727467,15:28:56.870579,450903
1900-01-01 15:28:56.900600,1900-01-01 15:28:47.767939,15:28:56.902526,536413
1900-01-01 15:28:56.957277,1900-01-01 15:28:47.806761,15:28:56.943399,685280
1900-01-01 15:28:57.001322,1900-01-01 15:28:47.838231,15:28:57.020435,693731
1900-01-01 15:28:57.051416,1900-01-01 15:28:47.883217,15:28:57.050090,291664
1900-01-01 15:28:57.100085,1900-01-01 15:28:47.917619,15:28:57.091761,223951
1900-01-01 15:28:57.154060,1900-01-01 15:28:47.948142,15:28:57.171728,763888
1900-01-01 15:28:57.205789,1900-01-01 15:28:47.988202,15:28:57.199829,711284
1900-01-01 15:28:57.251774,1900-01-01 15:28:48.027986,15:28:57.251189,914954
1900-01-01 15:28:57.304824,1900-01-01 15:28:48.069506,15:28:57.295213,550657
1900-01-01 15:28:57.354765,1900-01-01 15:28:48.107262,15:28:57.360548,132085
1900-01-01 15:28:57.401963,1900-01-01 15:28:48.148938,15:28:57.401461,425449
1900-01-01 15:28:57.454971,1900-01-01 15:28:48.191343,15:28:57.470898,746362
1900-01-01 15:28:57.501620,1900-01-01 15:28:48.218031,15:28:57.510460,119701
1900-01-01 15:28:57.554781,1900-01-01 15:28:48.257581,15:28:57.551255,931921
1900-01-01 15:28:57.601698,1900-01-01 15:28:48.297871,15:28:57.580006,735958
1900-01-01 15:28:57.650480,1900-01-01 15:28:48.328385,15:28:57.660939,351464
1900-01-01 15:28:57.698826,1900-01-01 15:28:48.367997,15:28:57.700971,828989
1900-01-01 15:28:57.750673,1900-01-01 15:28:48.407398,15:28:57.740526,169318
1900-01-01 15:28:57.803143,1900-01-01 15:28:48.448624,15:28:57.810662,370820
1900-01-01 15:28:57.854174,1900-01-01 15:28:48.480357,15:28:57.851188,574664
1900-01-01 15:28:57.902138,1900-01-01 15:28:48.518243,15:28:57.890948,158498
1900-01-01 15:28:57.953368,1900-01-01 15:28:48.557688,15:28:57.959878,946615
1900-01-01 15:28:58.002280,1900-01-01 15:28:48.597801,15:28:58.011157,245380
1900-01-01 15:28:58.053812,1900-01-01 15:28:48.627856,15:28:58.041082,633048
1900-01-01 15:28:58.099587,1900-01-01 15:28:48.667990,15:28:58.081737,137112
1900-01-01 15:28:58.158101,1900-01-01 15:28:48.707453,15:28:58.160949,607270
1900-01-01 15:28:58.203032,1900-01-01 15:28:48.748068,15:28:58.190389,243471
1900-01-01 15:28:58.258225,1900-01-01 15:28:48.778683,15:28:58.270673,211464
1900-01-01 15:28:58.304101,1900-01-01 15:28:48.819888,15:28:58.312326,950606
1900-01-01 15:28:58.353397,1900-01-01 15:28:48.857646,15:28:58.340223,550628
1900-01-01 15:28:58.402998,1900-01-01 15:28:48.898991,15:28:58.394876,168488
1900-01-01 15:28:58.454332,1900-01-01 15:28:48.937963,15:28:58.461280,576551
1900-01-01 15:28:58.502344,1900-01-01 15:28:48.968434,15:28:58.500659,701559
1900-01-01 15:28:58.555237,1900-01-01 15:28:49.007681,15:28:58.541456,263448
1900-01-01 15:28:58.603297,1900-01-01 15:28:49.048120,15:28:58.611382,654001
1900-01-01 15:28:58.649307,1900-01-01 15:28:49.087507,15:28:58.651099,193952
1900-01-01 15:28:58.701399,1900-01-01 15:28:49.128240,15:28:58.693088,696088
1900-01-01 15:28:58.753511,1900-01-01 15:28:49.157911,15:28:58.771544,780031
1900-01-01 15:28:58.804461,1900-01-01 15:28:49.200356,15:28:58.810642,530297
1900-01-01 15:28:58.855500,1900-01-01 15:28:49.237122,15:28:58.841729,986286
1900-01-01 15:28:58.902929,1900-01-01 15:28:49.278174,15:28:58.921142,927740
1900-01-01 15:28:58.953185,1900-01-01 15:28:49.318096,15:28:58.950854,546608
1900-01-01 15:28:59.004359,1900-01-01 15:28:49.348485,15:28:58.993340,124202
1900-01-01 15:28:59.050446,1900-01-01 15:28:49.387789,15:28:59.031051,695893
1900-01-01 15:28:59.098661,1900-01-01 15:28:49.428142,15:28:59.100932,713742
1900-01-01 15:28:59.152261,1900-01-01 15:28:49.458757,15:28:59.151909,811077
1900-01-01 15:28:59.203131,1900-01-01 15:28:49.498168,15:28:59.191997,552379
1900-01-01 15:28:59.256675,1900-01-01 15:28:49.540124,15:28:59.261050,265287
1900-01-01 15:28:59.300610,1900-01-01 15:28:49.579818,15:28:59.302158,339984
1900-01-01 15:28:59.349800,1900-01-01 15:28:49.608591,15:28:59.332124,683523
1900-01-01 15:28:59.401803,1900-01-01 15:28:49.648641,15:28:59.411035,372435
1900-01-01 15:28:59.454164,1900-01-01 15:28:49.688486,15:28:59.452261,541674
1900-01-01 15:28:59.504647,1900-01-01 15:28:49.728584,15:28:59.480547,382264
1900-01-01 15:28:59.557180,1900-01-01 15:28:49.767833,15:28:59.561367,402216
1900-01-01 15:28:59.626934,1900-01-01 15:28:49.798540,15:28:59.640976,798389
1900-01-01 15:28:59.656393,1900-01-01 15:28:49.839567,15:28:59.640976,517881
1900-01-01 15:28:59.703908,1900-01-01 15:28:49.878171,15:28:59.711254,268245
1900-01-01 15:28:59.746911,1900-01-01 15:28:49.909067,15:28:59.751639,952166
1900-01-01 15:28:59.804272,1900-01-01 15:28:49.948471,15:28:59.791450,857500
1900-01-01 15:28:59.850811,1900-01-01 15:28:49.988128,15:28:59.860525,984821
1900-01-01 15:28:59.901132,1900-01-01 15:28:50.028505,15:28:59.911742,669313
1900-01-01 15:28:59.948682,1900-01-01 15:28:50.067662,15:28:59.942064,226326
1900-01-01 15:29:00.004652,1900-01-01 15:28:50.098631,15:29:00.020700,425420
1900-01-01 15:29:00.051946,1900-01-01 15:28:50.138325,15:29:00.063692,367563
1900-01-01 15:29:00.100332,1900-01-01 15:28:50.178395,15:29:00.091709,997571
1900-01-01 15:29:00.151627,1900-01-01 15:28:50.208299,15:29:00.171196,446820
1900-01-01 15:29:00.202141,1900-01-01 15:28:50.248515,15:29:00.214121,524535
1900-01-01 15:29:00.254014,1900-01-01 15:28:50.288562,15:29:00.240995,979844
1900-01-01 15:29:00.332750,1900-01-01 15:28:50.329372,15:29:00.331090,707937
1900-01-01 15:29:00.361721,1900-01-01 15:28:50.357400,15:29:00.363580,399343
1900-01-01 15:29:00.398835,1900-01-01 15:28:50.408644,15:29:00.401273,788996
1900-01-01 15:29:00.448900,1900-01-01 15:28:50.438311,15:29:00.442918,559058
1900-01-01 15:29:00.506803,1900-01-01 15:28:50.478399,15:29:00.512242,280833
1900-01-01 15:29:00.554118,1900-01-01 15:28:50.517995,15:29:00.551336,559844
1900-01-01 15:29:00.600482,1900-01-01 15:28:50.549073,15:29:00.595082,179822
1900-01-01 15:29:00.652431,1900-01-01 15:28:50.588838,15:29:00.671842,660811
1900-01-01 15:29:00.699732,1900-01-01 15:28:50.628596,15:29:00.711268,782459
1900-01-01 15:29:00.753601,1900-01-01 15:28:50.668137,15:29:00.743109,616152
1900-01-01 15:29:00.804479,1900-01-01 15:28:50.709543,15:29:00.821842,858939
1900-01-01 15:29:00.854231,1900-01-01 15:28:50.737713,15:29:00.851639,428124
1900-01-01 15:29:00.931292,1900-01-01 15:28:50.789940,15:29:00.931970,693184
1900-01-01 15:29:00.960458,1900-01-01 15:28:50.817774,15:29:00.973720,580138
1900-01-01 15:29:01.002439,1900-01-01 15:28:50.858505,15:29:01.011529,533835
1900-01-01 15:29:01.051408,1900-01-01 15:28:50.898361,15:29:01.052608,800171
1900-01-01 15:29:01.096353,1900-01-01 15:28:50.940965,15:29:01.091687,308770
1900-01-01 15:29:01.149086,1900-01-01 15:28:50.968349,15:29:01.161823,911169
1900-01-01 15:29:01.200720,1900-01-01 15:28:51.008795,15:29:01.202550,230147
1900-01-01 15:29:01.250824,1900-01-01 15:28:51.048220,15:29:01.231753,444735
1900-01-01 15:29:01.302778,1900-01-01 15:28:51.090917,15:29:01.311705,636223
1900-01-01 15:29:01.352892,1900-01-01 15:28:51.117839,15:29:01.352990,747564
1900-01-01 15:29:01.401382,1900-01-01 15:28:51.168766,15:29:01.381512,342823
1900-01-01 15:29:01.448607,1900-01-01 15:28:51.199307,15:29:01.461734,135278
1900-01-01 15:29:01.498606,1900-01-01 15:28:51.241538,15:29:01.502158,925481
1900-01-01 15:29:01.557221,1900-01-01 15:28:51.278270,15:29:01.572236,923281
1900-01-01 15:29:01.601140,1900-01-01 15:28:51.318719,15:29:01.611767,436421
1900-01-01 15:29:01.654430,1900-01-01 15:28:51.348690,15:29:01.652221,502817
1900-01-01 15:29:01.707391,1900-01-01 15:28:51.389188,15:29:01.722106,685984
1900-01-01 15:29:01.751890,1900-01-01 15:28:51.428500,15:29:01.761813,333628
1900-01-01 15:29:01.800136,1900-01-01 15:28:51.469678,15:29:01.802152,880864
1900-01-01 15:29:01.860920,1900-01-01 15:28:51.497831,15:29:01.872400,822531
1900-01-01 15:29:01.902360,1900-01-01 15:28:51.549002,15:29:01.911573,692482
1900-01-01 15:29:01.949775,1900-01-01 15:28:51.579130,15:29:01.952223,206300
1900-01-01 15:29:02.003039,1900-01-01 15:28:51.618920,15:29:02.022235,244638
1900-01-01 15:29:02.051742,1900-01-01 15:28:51.658045,15:29:02.062099,469641
1900-01-01 15:29:02.100702,1900-01-01 15:28:51.699896,15:29:02.102062,599339
1900-01-01 15:29:02.153394,1900-01-01 15:28:51.728431,15:29:02.172470,221386
1900-01-01 15:29:02.199751,1900-01-01 15:28:51.769595,15:29:02.212031,589498
1900-01-01 15:29:02.247936,1900-01-01 15:28:51.808813,15:29:02.252626,118012
1900-01-01 15:29:02.300583,1900-01-01 15:28:51.849656,15:29:02.282175,794666
1900-01-01 15:29:02.350921,1900-01-01 15:28:51.878364,15:29:02.362493,328187
1900-01-01 15:29:02.406348,1900-01-01 15:28:51.930444,15:29:02.402295,237536
1900-01-01 15:29:02.451781,1900-01-01 15:28:51.958709,15:29:02.431696,210914
1900-01-01 15:29:02.502679,1900-01-01 15:28:51.999032,15:29:02.512217,975806
1900-01-01 15:29:02.552392,1900-01-01 15:28:52.040148,15:29:02.552690,897022
1900-01-01 15:29:02.598761,1900-01-01 15:28:52.078867,15:29:02.592032,306068
1900-01-01 15:29:02.648244,1900-01-01 15:28:52.108628,15:29:02.661916,569595
1900-01-01 15:29:02.700135,1900-01-01 15:28:52.149176,15:29:02.702264,162559
1900-01-01 15:29:02.749161,1900-01-01 15:28:52.190538,15:29:02.732584,947038
1900-01-01 15:29:02.799604,1900-01-01 15:28:52.229271,15:29:02.812316,211071
1900-01-01 15:29:02.849832,1900-01-01 15:28:52.258243,15:29:02.853507,740735
1900-01-01 15:29:02.901849,1900-01-01 15:28:52.309184,15:29:02.881588,729125
1900-01-01 15:29:02.948031,1900-01-01 15:28:52.339915,15:29:02.962696,421438
1900-01-01 15:29:03.001250,1900-01-01 15:28:52.379053,15:29:03.006258,781903
1900-01-01 15:29:03.047336,1900-01-01 15:28:52.418625,15:29:03.041698,820315
1900-01-01 15:29:03.102613,1900-01-01 15:28:52.459054,15:29:03.111894,685610
1900-01-01 15:29:03.154078,1900-01-01 15:28:52.488970,15:29:03.152697,329217
1900-01-01 15:29:03.207930,1900-01-01 15:28:52.529423,15:29:03.193662,932789
1900-01-01 15:29:03.249171,1900-01-01 15:28:52.568908,15:29:03.261806,671617
1900-01-01 15:29:03.298322,1900-01-01 15:28:52.610225,15:29:03.313098,677376
1900-01-01 15:29:03.350455,1900-01-01 15:28:52.638880,15:29:03.343606,920743
1900-01-01 15:29:03.398464,1900-01-01 15:28:52.690946,15:29:03.382664,996708
1900-01-01 15:29:03.452776,1900-01-01 15:28:52.719559,15:29:03.462732,439382
1900-01-01 15:29:03.502210,1900-01-01 15:28:52.759287,15:29:03.492600,511259
1900-01-01 15:29:03.579644,1900-01-01 15:28:52.798783,15:29:03.572551,298038
1900-01-01 15:29:03.602290,1900-01-01 15:28:52.839114,15:29:03.613257,118514
1900-01-01 15:29:03.655011,1900-01-01 15:28:52.868567,15:29:03.643953,131988
1900-01-01 15:29:03.703053,1900-01-01 15:28:52.909599,15:29:03.693380,763977
1900-01-01 15:29:03.752023,1900-01-01 15:28:52.949010,15:29:03.763401,494241
1900-01-01 15:29:03.796344,1900-01-01 15:28:52.991170,15:29:03.802293,119556
1900-01-01 15:29:03.848652,1900-01-01 15:28:53.018317,15:29:03.842983,994670
1900-01-01 15:29:03.904745,1900-01-01 15:28:53.069325,15:29:03.912932,310491
1900-01-01 15:29:03.948550,1900-01-01 15:28:53.108938,15:29:03.953090,300734
1900-01-01 15:29:03.999856,1900-01-01 15:28:53.143167,15:29:03.994982,431288
1900-01-01 15:29:04.053355,1900-01-01 15:28:53.178683,15:29:04.072926,763262
1900-01-01 15:29:04.103180,1900-01-01 15:28:53.219371,15:29:04.102798,647359
1900-01-01 15:29:04.151105,1900-01-01 15:28:53.250431,15:29:04.143181,999307
1900-01-01 15:29:04.200793,1900-01-01 15:28:53.292135,15:29:04.182243,498049
1900-01-01 15:29:04.252076,1900-01-01 15:28:53.329577,15:29:04.252833,535436
1900-01-01 15:29:04.302985,1900-01-01 15:28:53.371602,15:29:04.293227,806986
1900-01-01 15:29:04.352044,1900-01-01 15:28:53.408545,15:29:04.332594,994815
1900-01-01 15:29:04.405834,1900-01-01 15:28:53.449499,15:29:04.402000,534242
1900-01-01 15:29:04.448584,1900-01-01 15:28:53.478458,15:29:04.453096,950277
1900-01-01 15:29:04.496212,1900-01-01 15:28:53.519517,15:29:04.492670,159201
1900-01-01 15:29:04.552026,1900-01-01 15:28:53.558897,15:29:04.562450,302636
1900-01-01 15:29:04.602654,1900-01-01 15:28:53.599447,15:29:04.603396,418498
1900-01-01 15:29:04.646979,1900-01-01 15:28:53.628898,15:29:04.632751,485946
1900-01-01 15:29:04.704713,1900-01-01 15:28:53.669672,15:29:04.712924,231777
1900-01-01 15:29:04.751614,1900-01-01 15:28:53.709372,15:29:04.753880,921008
1900-01-01 15:29:04.805802,1900-01-01 15:28:53.750469,15:29:04.782148,740029
1900-01-01 15:29:04.846416,1900-01-01 15:28:53.779018,15:29:04.833360,383725
1900-01-01 15:29:04.900728,1900-01-01 15:28:53.829756,15:29:04.903329,586721
1900-01-01 15:29:04.948234,1900-01-01 15:28:53.859765,15:29:04.942763,842613
1900-01-01 15:29:04.998699,1900-01-01 15:28:53.899784,15:29:05.013040,392356
1900-01-01 15:29:05.054096,1900-01-01 15:28:53.939081,15:29:05.053438,631476
1900-01-01 15:29:05.096153,1900-01-01 15:28:53.979485,15:29:05.092883,524491
1900-01-01 15:29:05.148464,1900-01-01 15:28:54.008884,15:29:05.162359,779869
1900-01-01 15:29:05.203916,1900-01-01 15:28:54.049989,15:29:05.213173,284760
1900-01-01 15:29:05.248738,1900-01-01 15:28:54.091648,15:29:05.242553,149691
1900-01-01 15:29:05.300472,1900-01-01 15:28:54.131697,15:29:05.283230,451826
1900-01-01 15:29:05.352972,1900-01-01 15:28:54.158684,15:29:05.363833,465545
1900-01-01 15:29:05.409142,1900-01-01 15:28:54.209742,15:29:05.392830,648114
1900-01-01 15:29:05.450840,1900-01-01 15:28:54.249221,15:29:05.434382,343562
1900-01-01 15:29:05.508838,1900-01-01 15:28:54.279798,15:29:05.514652,310241
1900-01-01 15:29:05.553367,1900-01-01 15:28:54.319482,15:29:05.542715,528414
1900-01-01 15:29:05.606038,1900-01-01 15:28:54.359710,15:29:05.595564,613847
1900-01-01 15:29:05.652907,1900-01-01 15:28:54.392862,15:29:05.663806,835306
1900-01-01 15:29:05.700895,1900-01-01 15:28:54.429966,15:29:05.702877,646123
1900-01-01 15:29:05.749504,1900-01-01 15:28:54.469521,15:29:05.743604,152804
1900-01-01 15:29:05.802702,1900-01-01 15:28:54.511014,15:29:05.813595,289137
1900-01-01 15:29:05.849777,1900-01-01 15:28:54.539488,15:29:05.853301,405225
1900-01-01 15:29:05.901456,1900-01-01 15:28:54.590197,15:29:05.895634,466641
1900-01-01 15:29:05.950719,1900-01-01 15:28:54.629313,15:29:05.973530,877788
1900-01-01 15:29:06.000002,1900-01-01 15:28:54.660352,15:29:06.003000,409265
1900-01-01 15:29:06.053419,1900-01-01 15:28:54.699780,15:29:06.044297,743442
1900-01-01 15:29:06.097306,1900-01-01 15:28:54.742558,15:29:06.083194,705490
1900-01-01 15:29:06.154803,1900-01-01 15:28:54.769918,15:29:06.152780,784362
1900-01-01 15:29:06.202050,1900-01-01 15:28:54.810192,15:29:06.193793,320089
1900-01-01 15:29:06.254137,1900-01-01 15:28:54.849724,15:29:06.274411,277577
1900-01-01 15:29:06.306531,1900-01-01 15:28:54.894144,15:29:06.302566,944646
1900-01-01 15:29:06.347162,1900-01-01 15:28:54.919126,15:29:06.353661,827946
1900-01-01 15:29:06.406358,1900-01-01 15:28:54.970080,15:29:06.423811,771129
